localidade;nome_localidade;idade_calculada;renda_ind
5241;Águas Lindas de Goiás;66;5000
5248;Novo Gama;51;600
5246;Formosa;52;600
5323;Varjão;42;850
5326;Sobradinho II;67;9000
5303;Taguatinga;70;2000
5303;Taguatinga;42;1320
5308;Núcleo Bandeirante;31;525
5250;Planaltina de Goiás;16;500
5304;Brazlândia;84;6000
5318;Lago Norte;60;5000
5242;Alexânia;69;2824
5251;Santo Antônio do Descoberto;41;405
5251;Santo Antônio do Descoberto;25;1302
5241;Águas Lindas de Goiás;100;1412
5304;Brazlândia;15;250
5245;Cocalzinho de Goiás;15;111
5309;Ceilândia;40;610
5306;Planaltina;65;250
5251;Santo Antônio do Descoberto;35;650
5241;Águas Lindas de Goiás;24;2000
5249;Padre Bernardo;24;900
5242;Alexânia;54;700
5325;SCIA;44;200
5325;SCIA;16;100
5247;Luziânia;63;600
5336;Área Rural;46;1000
5333;Arniqueira;56;1412
5305;Sobradinho;75;13000
5305;Sobradinho;70;10000
5313;Santa Maria;66;1500
5316;Lago Sul;65;10000
5316;Lago Sul;59;5000
5330;Vicente Pires;73;1820
5249;Padre Bernardo;58;1420
5309;Ceilândia;62;600
5332;Sol Nascente / Pôr do Sol;75;1412
5314;São Sebastião;24;2100
5328;Itapoã;69;1340
5249;Padre Bernardo;55;8000
5333;Arniqueira;37;800
5244;Cristalina;83;1412
5244;Cristalina;82;1412
5321;Riacho Fundo II;64;1320
5249;Padre Bernardo;35;2420
5241;Águas Lindas de Goiás;75;1320
5306;Planaltina;81;2640
5249;Padre Bernardo;65;2624
5328;Itapoã;52;2200
5245;Cocalzinho de Goiás;41;2050
5247;Luziânia;31;1050
5252;Valparaíso de Goiás;67;1416
5313;Santa Maria;70;1300
5314;São Sebastião;53;950
5325;SCIA;21;900
5247;Luziânia;42;2500
5249;Padre Bernardo;34;900
5249;Padre Bernardo;13;200
5252;Valparaíso de Goiás;45;2600
5242;Alexânia;72;7000
5307;Paranoá;64;1302
5302;Gama;52;11000
5302;Gama;64;1320
5302;Gama;18;300
5335;Água Quente;35;850
5305;Sobradinho;72;1500
5313;Santa Maria;39;3500
5328;Itapoã;58;1600
5332;Sol Nascente / Pôr do Sol;66;1302
5249;Padre Bernardo;39;950
5311;Cruzeiro;64;4500
5311;Cruzeiro;70;5000
5244;Cristalina;36;650
5327;Jardim Botânico;68;22000
5312;Samambaia;33;850
5309;Ceilândia;20;1300
5249;Padre Bernardo;77;2824
5331;Fercal;53;600
5331;Fercal;53;1420
5314;São Sebastião;46;350
5319;Candangolândia;44;1220
5250;Planaltina de Goiás;24;600
5303;Taguatinga;82;2600
5313;Santa Maria;67;1320
5304;Brazlândia;72;1412
5334;Arapoanga;26;750
5301;Plano Piloto;66;20000
5244;Cristalina;79;1400
5244;Cristalina;76;1400
5309;Ceilândia;53;2840
5330;Vicente Pires;28;3400
5330;Vicente Pires;29;770
5314;São Sebastião;33;900
5316;Lago Sul;76;8500
5310;Guará;77;4000
5325;SCIA;31;1000
5330;Vicente Pires;41;250
5330;Vicente Pires;66;6600
5247;Luziânia;78;1320
5333;Arniqueira;58;5000
5333;Arniqueira;58;1412
5335;Água Quente;31;600
5313;Santa Maria;55;1302
5247;Luziânia;18;1950
5242;Alexânia;72;1412
5245;Cocalzinho de Goiás;66;1412
5314;São Sebastião;45;650
5247;Luziânia;40;1456
5328;Itapoã;28;600
5241;Águas Lindas de Goiás;63;1700
5245;Cocalzinho de Goiás;73;2824
5334;Arapoanga;37;1820
5310;Guará;51;6000
5310;Guará;49;1000
5313;Santa Maria;46;1500
5247;Luziânia;37;1450
5247;Luziânia;45;1350
5243;Cidade Ocidental;57;1320
5243;Cidade Ocidental;76;3000
5325;SCIA;25;1200
5248;Novo Gama;79;3320
5247;Luziânia;76;1412
5301;Plano Piloto;76;12000
5249;Padre Bernardo;68;3960
5315;Recanto Das Emas;13;120
5326;Sobradinho II;42;600
5242;Alexânia;73;2824
5242;Alexânia;53;1412
5325;SCIA;29;950
5302;Gama;83;1412
5330;Vicente Pires;51;1412
5322;Sudoeste e Octogonal;28;1100
5310;Guará;70;1800
5316;Lago Sul;83;6000
5315;Recanto Das Emas;52;1412
5302;Gama;74;2000
5302;Gama;69;3000
5301;Plano Piloto;40;17500
5332;Sol Nascente / Pôr do Sol;38;1200
5332;Sol Nascente / Pôr do Sol;21;1200
5241;Águas Lindas de Goiás;43;800
5332;Sol Nascente / Pôr do Sol;69;1400
5333;Arniqueira;71;7000
5325;SCIA;39;1444
5334;Arapoanga;30;750
5251;Santo Antônio do Descoberto;39;400
5307;Paranoá;56;250
5243;Cidade Ocidental;64;1320
5325;SCIA;36;250
5322;Sudoeste e Octogonal;52;8000
5331;Fercal;24;900
5314;São Sebastião;49;2800
5243;Cidade Ocidental;41;650
5323;Varjão;21;3800
5301;Plano Piloto;93;42000
5317;Riacho Fundo;97;1412
5325;SCIA;39;600
5328;Itapoã;45;600
5309;Ceilândia;35;600
5312;Samambaia;65;1350
5313;Santa Maria;33;8800
5244;Cristalina;67;2272
5332;Sol Nascente / Pôr do Sol;33;4300
5325;SCIA;43;1420
5317;Riacho Fundo;39;650
5317;Riacho Fundo;72;1200
5309;Ceilândia;57;10000
5305;Sobradinho;62;26000
5305;Sobradinho;84;4135
5304;Brazlândia;63;1800
5247;Luziânia;42;1320
5309;Ceilândia;68;1420
5309;Ceilândia;67;1420
5332;Sol Nascente / Pôr do Sol;48;1500
5244;Cristalina;38;4700
5304;Brazlândia;33;850
5250;Planaltina de Goiás;22;740
5249;Padre Bernardo;23;800
5336;Área Rural;46;2100
5309;Ceilândia;87;2640
5309;Ceilândia;63;1320
5243;Cidade Ocidental;24;740
5301;Plano Piloto;83;14000
5324;Park Way;74;29000
5324;Park Way;70;7000
5248;Novo Gama;59;500
5248;Novo Gama;58;380
5248;Novo Gama;31;2300
5248;Novo Gama;27;120
5248;Novo Gama;22;170
5245;Cocalzinho de Goiás;32;600
5321;Riacho Fundo II;76;1320
5321;Riacho Fundo II;61;3200
5246;Formosa;64;1400
5246;Formosa;73;1400
5335;Água Quente;79;1500
5244;Cristalina;27;800
5305;Sobradinho;54;4800
5247;Luziânia;45;600
5247;Luziânia;51;650
5246;Formosa;17;112
5314;São Sebastião;45;1
5314;São Sebastião;20;1
5314;São Sebastião;10;1
5324;Park Way;58;1302
5317;Riacho Fundo;72;1412
5317;Riacho Fundo;71;1412
5315;Recanto Das Emas;77;2580
5250;Planaltina de Goiás;47;600
5332;Sol Nascente / Pôr do Sol;86;1300
5244;Cristalina;76;1412
5244;Cristalina;78;1412
5326;Sobradinho II;58;12000
5325;SCIA;58;600
5250;Planaltina de Goiás;64;5000
5326;Sobradinho II;67;4000
5248;Novo Gama;63;1320
5245;Cocalzinho de Goiás;42;300
5323;Varjão;73;1320
5336;Área Rural;65;1412
5336;Área Rural;58;1412
5314;São Sebastião;44;750
5301;Plano Piloto;72;20000
5335;Água Quente;64;1500
5301;Plano Piloto;80;12000
5301;Plano Piloto;53;10000
5252;Valparaíso de Goiás;38;600
5251;Santo Antônio do Descoberto;71;1412
5321;Riacho Fundo II;18;250
5333;Arniqueira;65;1412
5304;Brazlândia;59;7000
5247;Luziânia;58;1320
5249;Padre Bernardo;59;600
5302;Gama;65;12000
5302;Gama;82;12000
5302;Gama;40;12100
5332;Sol Nascente / Pôr do Sol;38;100
5314;São Sebastião;58;600
5314;São Sebastião;10;250
5243;Cidade Ocidental;49;500
5311;Cruzeiro;78;1412
5325;SCIA;58;440
5301;Plano Piloto;78;15000
5316;Lago Sul;70;28000
5307;Paranoá;32;2905
5242;Alexânia;83;1412
5315;Recanto Das Emas;52;3600
5303;Taguatinga;18;1412
5303;Taguatinga;51;500
5303;Taguatinga;81;1412
5307;Paranoá;48;600
5314;São Sebastião;55;1412
5244;Cristalina;36;750
5308;Núcleo Bandeirante;88;5500
5302;Gama;50;27000
5302;Gama;20;250
5325;SCIA;57;250
5318;Lago Norte;73;26000
5247;Luziânia;67;2640
5301;Plano Piloto;62;7000
5301;Plano Piloto;83;2800
5247;Luziânia;41;600
5247;Luziânia;65;1320
5328;Itapoã;60;250
5316;Lago Sul;74;4000
5316;Lago Sul;71;4000
5330;Vicente Pires;88;1412
5304;Brazlândia;32;1050
5325;SCIA;61;600
5249;Padre Bernardo;80;2200
5301;Plano Piloto;64;10000
5244;Cristalina;32;950
5314;São Sebastião;34;1200
5314;São Sebastião;33;1412
5314;São Sebastião;22;750
5303;Taguatinga;69;1320
5313;Santa Maria;59;650
5313;Santa Maria;54;1300
5308;Núcleo Bandeirante;80;10000
5242;Alexânia;65;1412
5241;Águas Lindas de Goiás;38;1412
5247;Luziânia;66;1412
5334;Arapoanga;51;600
5317;Riacho Fundo;62;450
5317;Riacho Fundo;56;15000
5325;SCIA;25;900
5333;Arniqueira;66;1412
5334;Arapoanga;73;1320
5334;Arapoanga;84;1320
5332;Sol Nascente / Pôr do Sol;58;250
5241;Águas Lindas de Goiás;53;750
5241;Águas Lindas de Goiás;52;3000
5331;Fercal;62;1420
5249;Padre Bernardo;50;1420
5249;Padre Bernardo;15;750
5252;Valparaíso de Goiás;65;1420
5301;Plano Piloto;81;7000
5304;Brazlândia;42;650
5304;Brazlândia;13;300
5304;Brazlândia;73;1400
5316;Lago Sul;53;20000
5323;Varjão;41;600
5336;Área Rural;65;1670
5302;Gama;55;1330
5241;Águas Lindas de Goiás;62;1412
5247;Luziânia;31;850
5247;Luziânia;14;111
5313;Santa Maria;55;13000
5333;Arniqueira;63;850
5247;Luziânia;45;2650
5247;Luziânia;17;112
5247;Luziânia;46;650
5301;Plano Piloto;22;530
5318;Lago Norte;70;37000
5318;Lago Norte;64;25000
5308;Núcleo Bandeirante;53;4300
5251;Santo Antônio do Descoberto;66;1412
5251;Santo Antônio do Descoberto;69;1412
5304;Brazlândia;19;880
5330;Vicente Pires;56;650
5243;Cidade Ocidental;49;650
5247;Luziânia;31;700
5314;São Sebastião;34;800
5247;Luziânia;28;840
5250;Planaltina de Goiás;29;1512
5334;Arapoanga;58;600
5315;Recanto Das Emas;73;1320
5332;Sol Nascente / Pôr do Sol;59;940
5246;Formosa;73;1120
5326;Sobradinho II;82;15000
5325;SCIA;47;2640
5250;Planaltina de Goiás;29;750
5305;Sobradinho;40;25000
5336;Área Rural;83;1412
5336;Área Rural;75;1412
5336;Área Rural;79;1412
5250;Planaltina de Goiás;33;600
5242;Alexânia;48;600
5248;Novo Gama;48;2820
5310;Guará;61;600
5301;Plano Piloto;50;19000
5247;Luziânia;66;3000
5323;Varjão;39;3300
5314;São Sebastião;42;8000
5322;Sudoeste e Octogonal;66;2000
5244;Cristalina;31;1150
5328;Itapoã;39;2200
5308;Núcleo Bandeirante;46;900
5314;São Sebastião;54;2350
5314;São Sebastião;25;1350
5243;Cidade Ocidental;34;600
5302;Gama;49;8000
5244;Cristalina;70;1500
5244;Cristalina;70;1500
5336;Área Rural;69;5500
5301;Plano Piloto;39;9500
5336;Área Rural;72;7000
5336;Área Rural;72;5000
5310;Guará;38;6000
5248;Novo Gama;38;1090
5332;Sol Nascente / Pôr do Sol;38;1412
5304;Brazlândia;72;2000
5247;Luziânia;29;800
5324;Park Way;54;43200
5324;Park Way;89;3100
5314;São Sebastião;52;600
5324;Park Way;83;6500
5324;Park Way;87;6800
5305;Sobradinho;64;3000
5315;Recanto Das Emas;52;800
5251;Santo Antônio do Descoberto;64;1412
5251;Santo Antônio do Descoberto;72;1412
5324;Park Way;73;18000
5324;Park Way;71;1420
5301;Plano Piloto;28;4000
5324;Park Way;43;25000
5316;Lago Sul;57;18000
5332;Sol Nascente / Pôr do Sol;58;600
5308;Núcleo Bandeirante;88;3460
5308;Núcleo Bandeirante;42;2104
5312;Samambaia;69;1320
5331;Fercal;32;900
5307;Paranoá;57;600
5252;Valparaíso de Goiás;65;1320
5336;Área Rural;68;4000
5336;Área Rural;64;1412
5315;Recanto Das Emas;26;2500
5251;Santo Antônio do Descoberto;56;600
5335;Água Quente;87;1450
5335;Água Quente;83;1450
5301;Plano Piloto;36;2432
5302;Gama;75;2640
5302;Gama;76;1320
5304;Brazlândia;72;4412
5243;Cidade Ocidental;34;102
5301;Plano Piloto;51;300
5317;Riacho Fundo;46;790
5242;Alexânia;15;200
5330;Vicente Pires;58;11000
5330;Vicente Pires;60;6000
5320;Águas Claras;66;7500
5249;Padre Bernardo;56;600
5333;Arniqueira;71;1700
5317;Riacho Fundo;40;650
5243;Cidade Ocidental;72;1320
5304;Brazlândia;40;1000
5310;Guará;75;5500
5305;Sobradinho;52;8000
5247;Luziânia;73;1420
5247;Luziânia;70;1420
5303;Taguatinga;67;1320
5303;Taguatinga;65;1320
5248;Novo Gama;69;10000
5312;Samambaia;60;2824
5314;São Sebastião;57;1000
5248;Novo Gama;41;400
5336;Área Rural;93;2824
5336;Área Rural;62;1412
5315;Recanto Das Emas;64;1320
5316;Lago Sul;76;1412
5316;Lago Sul;79;6000
5241;Águas Lindas de Goiás;19;450
5306;Planaltina;21;1320
5242;Alexânia;62;1500
5318;Lago Norte;83;1900
5325;SCIA;27;840
5312;Samambaia;64;1320
5336;Área Rural;52;150
5325;SCIA;42;630
5334;Arapoanga;81;1420
5247;Luziânia;70;1320
5326;Sobradinho II;14;1320
5303;Taguatinga;42;1412
5303;Taguatinga;63;1412
5303;Taguatinga;93;2824
5303;Taguatinga;83;2700
5303;Taguatinga;75;1320
5328;Itapoã;28;2650
5305;Sobradinho;61;16000
5310;Guará;51;2000
5249;Padre Bernardo;74;5800
5330;Vicente Pires;74;1412
5324;Park Way;61;2000
5301;Plano Piloto;61;16000
5301;Plano Piloto;64;4500
5249;Padre Bernardo;22;300
5315;Recanto Das Emas;12;650
5319;Candangolândia;73;2000
5314;São Sebastião;53;900
5250;Planaltina de Goiás;76;2824
5318;Lago Norte;49;29000
5249;Padre Bernardo;18;1200
5249;Padre Bernardo;16;800
5301;Plano Piloto;65;2400
5247;Luziânia;71;4000
5246;Formosa;65;600
5303;Taguatinga;80;1320
5322;Sudoeste e Octogonal;62;20000
5301;Plano Piloto;10;200
5246;Formosa;40;500
5302;Gama;50;800
5325;SCIA;54;1320
5325;SCIA;66;1320
5247;Luziânia;81;1320
5312;Samambaia;78;1320
5251;Santo Antônio do Descoberto;49;750
5316;Lago Sul;69;14420
5316;Lago Sul;67;6400
5325;SCIA;32;1200
5314;São Sebastião;27;750
5247;Luziânia;23;800
5334;Arapoanga;79;1920
5334;Arapoanga;42;1320
5312;Samambaia;53;1320
5313;Santa Maria;90;3000
5325;SCIA;39;400
5241;Águas Lindas de Goiás;50;11000
5324;Park Way;72;6000
5324;Park Way;77;5000
5243;Cidade Ocidental;64;1302
5318;Lago Norte;72;14000
5308;Núcleo Bandeirante;75;17000
5308;Núcleo Bandeirante;54;17000
5317;Riacho Fundo;79;3500
5244;Cristalina;65;1412
5250;Planaltina de Goiás;41;200
5332;Sol Nascente / Pôr do Sol;26;800
5315;Recanto Das Emas;41;1320
5312;Samambaia;85;1320
5303;Taguatinga;57;600
5317;Riacho Fundo;75;1320
5325;SCIA;72;1800
5304;Brazlândia;68;10000
5304;Brazlândia;70;7000
5248;Novo Gama;55;1320
5248;Novo Gama;53;600
5329;SIA;61;1000
5246;Formosa;49;1412
5245;Cocalzinho de Goiás;45;750
5309;Ceilândia;60;2000
5334;Arapoanga;78;1420
5317;Riacho Fundo;61;3500
5311;Cruzeiro;74;10500
5320;Águas Claras;38;2920
5320;Águas Claras;11;730
5304;Brazlândia;69;2800
5246;Formosa;35;690
5303;Taguatinga;85;1412
5324;Park Way;71;1412
5309;Ceilândia;47;4000
5330;Vicente Pires;31;1412
5246;Formosa;76;1412
5249;Padre Bernardo;15;112
5301;Plano Piloto;17;1100
5307;Paranoá;65;1302
5307;Paranoá;62;1302
5314;São Sebastião;51;1320
5324;Park Way;62;850
5244;Cristalina;76;2824
5334;Arapoanga;23;800
5320;Águas Claras;66;25000
5305;Sobradinho;44;3500
5305;Sobradinho;70;10000
5305;Sobradinho;11;900
5318;Lago Norte;82;40000
5250;Planaltina de Goiás;44;4800
5250;Planaltina de Goiás;16;112
5306;Planaltina;67;1320
5241;Águas Lindas de Goiás;56;650
5314;São Sebastião;40;1200
5310;Guará;68;12000
5310;Guará;62;10000
5336;Área Rural;61;7995
5336;Área Rural;64;13000
5306;Planaltina;28;1050
5325;SCIA;28;900
5312;Samambaia;58;600
5334;Arapoanga;58;250
5317;Riacho Fundo;40;10000
5317;Riacho Fundo;18;200
5331;Fercal;40;1412
5331;Fercal;82;1412
5312;Samambaia;70;6100
5246;Formosa;75;1412
5332;Sol Nascente / Pôr do Sol;38;1302
5241;Águas Lindas de Goiás;70;1412
5241;Águas Lindas de Goiás;15;111
5309;Ceilândia;10;1320
5244;Cristalina;35;400
5323;Varjão;22;2890
5302;Gama;56;8500
5301;Plano Piloto;54;20000
5308;Núcleo Bandeirante;77;1320
5309;Ceilândia;34;986
5301;Plano Piloto;64;6000
5301;Plano Piloto;65;8000
5248;Novo Gama;63;1320
5249;Padre Bernardo;79;1320
5243;Cidade Ocidental;25;842
5324;Park Way;65;1050
5330;Vicente Pires;21;650
5330;Vicente Pires;68;3000
5324;Park Way;58;650
5326;Sobradinho II;69;1320
5321;Riacho Fundo II;24;1775
5250;Planaltina de Goiás;26;250
5309;Ceilândia;29;2870
5304;Brazlândia;53;1850
5304;Brazlândia;24;500
5304;Brazlândia;11;50
5310;Guará;82;5000
5310;Guará;73;2000
5331;Fercal;45;700
5247;Luziânia;43;400
5301;Plano Piloto;79;12000
5249;Padre Bernardo;16;2400
5249;Padre Bernardo;73;1420
5249;Padre Bernardo;74;1420
5302;Gama;61;3400
5302;Gama;54;8000
5302;Gama;78;1412
5307;Paranoá;21;700
5301;Plano Piloto;82;3000
5312;Samambaia;78;1320
5309;Ceilândia;25;1
5307;Paranoá;81;1420
5307;Paranoá;63;600
5243;Cidade Ocidental;29;650
5314;São Sebastião;81;2824
5333;Arniqueira;62;1412
5306;Planaltina;62;2300
5306;Planaltina;82;1320
5252;Valparaíso de Goiás;68;2600
5301;Plano Piloto;14;5000
5301;Plano Piloto;12;5000
5310;Guará;70;5000
5336;Área Rural;48;440
5306;Planaltina;71;2000
5334;Arapoanga;71;1320
5312;Samambaia;70;1290
5336;Área Rural;21;1412
5315;Recanto Das Emas;42;1320
5241;Águas Lindas de Goiás;43;600
5317;Riacho Fundo;65;450
5241;Águas Lindas de Goiás;74;1320
5241;Águas Lindas de Goiás;74;1320
5241;Águas Lindas de Goiás;42;1320
5244;Cristalina;75;1420
5336;Área Rural;71;1500
5242;Alexânia;64;1412
5242;Alexânia;63;1412
5242;Alexânia;26;1412
5315;Recanto Das Emas;26;850
5302;Gama;69;1000
5314;São Sebastião;16;700
5303;Taguatinga;82;7000
5314;São Sebastião;34;600
5309;Ceilândia;38;28000
5250;Planaltina de Goiás;81;2500
5250;Planaltina de Goiás;58;1412
5247;Luziânia;50;490
5311;Cruzeiro;65;10000
5242;Alexânia;60;1412
5247;Luziânia;58;600
5304;Brazlândia;59;1400
5304;Brazlândia;24;1400
5325;SCIA;40;350
5315;Recanto Das Emas;37;1412
5308;Núcleo Bandeirante;76;6500
5308;Núcleo Bandeirante;63;4600
5313;Santa Maria;39;950
5301;Plano Piloto;76;2700
5242;Alexânia;68;2824
5325;SCIA;56;600
5301;Plano Piloto;55;7000
5301;Plano Piloto;54;7500
5314;São Sebastião;20;1000
5249;Padre Bernardo;78;1100
5302;Gama;32;1050
5334;Arapoanga;17;750
5327;Jardim Botânico;54;5000
5247;Luziânia;63;1420
5314;São Sebastião;78;1302
5244;Cristalina;66;1412
5332;Sol Nascente / Pôr do Sol;42;750
5324;Park Way;25;6000
5330;Vicente Pires;64;11000
5308;Núcleo Bandeirante;71;2640
5249;Padre Bernardo;77;2824
5311;Cruzeiro;60;6000
5333;Arniqueira;57;16000
5333;Arniqueira;51;17000
5245;Cocalzinho de Goiás;26;600
5304;Brazlândia;63;6000
5247;Luziânia;56;1800
5330;Vicente Pires;45;1412
5327;Jardim Botânico;75;1400
5314;São Sebastião;40;1300
5314;São Sebastião;39;1300
5314;São Sebastião;15;1300
5310;Guará;85;1600
5326;Sobradinho II;72;5500
5333;Arniqueira;75;1412
5305;Sobradinho;80;4000
5323;Varjão;27;800
5246;Formosa;87;1412
5305;Sobradinho;78;4000
5309;Ceilândia;48;700
5326;Sobradinho II;24;600
5334;Arapoanga;74;1412
5334;Arapoanga;80;1412
5312;Samambaia;71;1320
5326;Sobradinho II;85;1420
5326;Sobradinho II;88;1420
5335;Água Quente;63;1320
5335;Água Quente;66;1320
5301;Plano Piloto;11;4920
5313;Santa Maria;60;2500
5313;Santa Maria;46;1300
5249;Padre Bernardo;31;1000
5242;Alexânia;45;780
5304;Brazlândia;83;1412
5312;Samambaia;57;1800
5311;Cruzeiro;74;7500
5304;Brazlândia;38;400
5301;Plano Piloto;77;4000
5310;Guará;58;50000
5310;Guará;59;20000
5336;Área Rural;59;1412
5325;SCIA;32;1000
5249;Padre Bernardo;74;1320
5250;Planaltina de Goiás;55;1400
5304;Brazlândia;67;1900
5247;Luziânia;57;600
5252;Valparaíso de Goiás;39;640
5334;Arapoanga;42;550
5325;SCIA;48;150
5246;Formosa;56;1600
5304;Brazlândia;67;1412
5249;Padre Bernardo;40;800
5247;Luziânia;74;1412
5250;Planaltina de Goiás;67;1400
5330;Vicente Pires;81;7600
5330;Vicente Pires;78;1412
5328;Itapoã;55;600
5321;Riacho Fundo II;43;2200
5331;Fercal;82;1300
5242;Alexânia;88;2800
5242;Alexânia;65;1412
5336;Área Rural;74;1412
5306;Planaltina;48;1200
5306;Planaltina;17;1200
5247;Luziânia;63;1320
5335;Água Quente;77;1400
5335;Água Quente;78;1400
5251;Santo Antônio do Descoberto;72;900
5310;Guará;37;11000
5334;Arapoanga;27;1400
5334;Arapoanga;27;850
5315;Recanto Das Emas;60;10000
5334;Arapoanga;27;750
5249;Padre Bernardo;29;950
5334;Arapoanga;22;600
5241;Águas Lindas de Goiás;88;2824
5241;Águas Lindas de Goiás;53;1412
5241;Águas Lindas de Goiás;19;100
5312;Samambaia;43;1100
5243;Cidade Ocidental;20;750
5301;Plano Piloto;63;1420
5306;Planaltina;31;1320
5307;Paranoá;57;2500
5305;Sobradinho;71;1320
5306;Planaltina;53;8000
5306;Planaltina;83;1320
5246;Formosa;37;650
5334;Arapoanga;54;1320
5303;Taguatinga;63;1900
5243;Cidade Ocidental;50;2800
5336;Área Rural;64;1420
5244;Cristalina;70;1302
5244;Cristalina;57;1302
5302;Gama;74;1320
5308;Núcleo Bandeirante;43;850
5244;Cristalina;73;1412
5244;Cristalina;63;1412
5241;Águas Lindas de Goiás;60;860
5243;Cidade Ocidental;65;1320
5243;Cidade Ocidental;63;1320
5304;Brazlândia;37;600
5321;Riacho Fundo II;67;1320
5306;Planaltina;32;600
5313;Santa Maria;71;1320
5313;Santa Maria;71;1320
5334;Arapoanga;24;3012
5314;São Sebastião;38;600
5249;Padre Bernardo;65;3800
5312;Samambaia;51;1290
5330;Vicente Pires;65;7200
5324;Park Way;90;5000
5333;Arniqueira;69;1412
5333;Arniqueira;64;1412
5244;Cristalina;26;1412
5249;Padre Bernardo;10;350
5306;Planaltina;66;2640
5301;Plano Piloto;76;33000
5301;Plano Piloto;76;15500
5248;Novo Gama;33;800
5248;Novo Gama;10;200
5311;Cruzeiro;80;5800
5308;Núcleo Bandeirante;77;1800
5334;Arapoanga;24;1000
5303;Taguatinga;69;1320
5325;SCIA;47;250
5323;Varjão;53;2900
5307;Paranoá;67;1302
5309;Ceilândia;75;4000
5309;Ceilândia;44;1320
5242;Alexânia;84;1320
5242;Alexânia;68;1412
5323;Varjão;49;1420
5251;Santo Antônio do Descoberto;39;700
5311;Cruzeiro;75;3000
5311;Cruzeiro;82;1700
5304;Brazlândia;71;1412
5334;Arapoanga;20;500
5304;Brazlândia;52;300
5304;Brazlândia;48;1412
5326;Sobradinho II;83;1320
5312;Samambaia;62;1320
5243;Cidade Ocidental;71;1320
5316;Lago Sul;70;16700
5316;Lago Sul;73;12800
5247;Luziânia;45;750
5308;Núcleo Bandeirante;84;2050
5308;Núcleo Bandeirante;67;1500
5243;Cidade Ocidental;59;1320
5301;Plano Piloto;38;10500
5249;Padre Bernardo;25;1300
5249;Padre Bernardo;51;600
5245;Cocalzinho de Goiás;71;2824
5313;Santa Maria;75;1320
5250;Planaltina de Goiás;72;720
5304;Brazlândia;56;2500
5323;Varjão;30;2400
5317;Riacho Fundo;67;1320
5317;Riacho Fundo;41;1320
5334;Arapoanga;66;1320
5334;Arapoanga;62;250
5304;Brazlândia;75;8200
5304;Brazlândia;79;1400
5329;SIA;79;1412
5246;Formosa;76;1420
5241;Águas Lindas de Goiás;62;3400
5241;Águas Lindas de Goiás;34;1412
5331;Fercal;69;2800
5336;Área Rural;17;150
5250;Planaltina de Goiás;61;1412
5329;SIA;73;1412
5307;Paranoá;62;600
5249;Padre Bernardo;17;300
5320;Águas Claras;60;1412
5320;Águas Claras;57;18000
5335;Água Quente;35;800
5331;Fercal;58;1400
5246;Formosa;79;1412
5316;Lago Sul;82;14000
5316;Lago Sul;82;21000
5301;Plano Piloto;52;10000
5321;Riacho Fundo II;44;1200
5247;Luziânia;39;650
5334;Arapoanga;60;2832
5312;Samambaia;57;600
5310;Guará;57;10000
5335;Água Quente;37;850
5335;Água Quente;10;1320
5325;SCIA;52;1420
5333;Arniqueira;32;9500
5307;Paranoá;71;1320
5307;Paranoá;45;1420
5336;Área Rural;74;4236
5312;Samambaia;71;3200
5248;Novo Gama;72;1320
5248;Novo Gama;41;800
5243;Cidade Ocidental;60;600
5246;Formosa;62;2700
